Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-18,3338.199951171875,3353.0,3338.199951171875,3353.0,602,0.0,0.0
2025-07-21,3350.300048828125,3411.699951171875,3350.300048828125,3401.89990234375,53,0.0,0.0
2025-07-22,3411.0,3441.0,3395.60009765625,3439.199951171875,39,0.0,0.0
2025-07-23,3430.300048828125,3433.89990234375,3388.10009765625,3394.10009765625,63,0.0,0.0
2025-07-24,3367.0,3371.0,3367.0,3371.0,1175,0.0,0.0
2025-07-25,3344.0,3345.0,3326.5,3334.0,67,0.0,0.0
2025-07-28,3326.60009765625,3326.800048828125,3309.10009765625,3309.10009765625,533,0.0,0.0
2025-07-29,3323.39990234375,3323.39990234375,3323.39990234375,3323.39990234375,113144,0.0,0.0
2025-07-30,3325.800048828125,3331.800048828125,3263.89990234375,3295.800048828125,19252,0.0,0.0
2025-07-31,3272.89990234375,3312.0,3272.89990234375,3293.199951171875,3704,0.0,0.0
2025-08-01,3286.199951171875,3360.60009765625,3281.0,3347.699951171875,3420,0.0,0.0
2025-08-04,3367.60009765625,3386.5,3347.39990234375,3374.39990234375,351,0.0,0.0
2025-08-05,3378.5,3387.199951171875,3351.199951171875,3381.89990234375,915,0.0,0.0
2025-08-06,3380.699951171875,3383.300048828125,3361.300048828125,3380.0,1492,0.0,0.0
2025-08-07,3384.89990234375,3422.89990234375,3384.89990234375,3400.300048828125,5464,0.0,0.0
2025-08-08,3487.89990234375,3534.10009765625,3445.0,3491.300048828125,312499,0.0,0.0
2025-08-11,3458.10009765625,3466.300048828125,3431.0,3435.10009765625,41762,0.0,0.0
